School Name,State,Region,College_Type,Tuition_In,Tuition_Out,Cost of Attendance (Academic),Highest Degree Awarded,Mean Earnings,10th Percentile Earnings,25th Percentile Earnings,Median Earnings,75th Percentile Earnings,90th Percentile Earnings
Saint Augustine College,IL,Great Lakes,Private,13200.0,13200.0,19737.0,Education,29500,7000,15300,26300,37900,47600
Southeastern Illinois College,IL,Great Lakes,Public,3780.0,6000.0,11378.0,Humanities,33100,5200,14800,28200,45900,63100
Spoon River College,IL,Great Lakes,Public,4800.0,11070.0,14997.0,Health,32700,6300,16000,29700,43400,55300
Southern Illinois University-Carbondale,IL,Great Lakes,Public,13932.0,28107.0,27119.0,Education,49500,10800,27200,42900,62600,83600
Southern Illinois University-Edwardsville,IL,Great Lakes,Public,11493.0,24651.0,22078.0,Health,50800,11300,28600,43000,62700,80100
Taylor Business Institute,IL,Great Lakes,Private,11175.0,11175.0,23800.0,Health,25200,4600,13200,22500,35900,42600
South Suburban College,IL,Great Lakes,Public,4883.0,12173.0,10515.0,Health,30600,5400,14500,26200,42400,64500
Trinity Christian College,IL,Great Lakes,Private,28675.0,28675.0,40208.0,Education,44600,11300,24700,42200,61300,73700
Trinity International University-Illinois,IL,Great Lakes,Private,30750.0,30750.0,42606.0,Theology,45400,8800,24100,41100,58600,76100
Triton College,IL,Great Lakes,Public,4020.0,12076.0,10217.0,Health,38800,7200,19600,34300,52100,71000
Waubonsee Community College,IL,Great Lakes,Public,3216.0,8115.0,9261.0,Mutlidiscipline,36200,5600,17900,32500,49400,62000
Western Illinois University,IL,Great Lakes,Public,12897.0,12897.0,24851.0,Security law,47500,13400,28400,43200,61600,77400
Wheaton College,IL,Great Lakes,Private,35190.0,35190.0,46199.0,Social science,60500,7700,26100,48400,67900,101000
William Rainey Harper College,IL,Great Lakes,Public,3498.0,11478.0,12043.0,Health,42600,6800,20900,37300,58100,75200
Ancilla College,IN,Great Lakes,Private,15830.0,15830.0,22647.0,Humanities,34100,5200,17500,30700,45300,58600
Anderson University,IN,Great Lakes,Private,29710.0,29710.0,41745.0,Business Marketing,41300,10100,22600,37200,53600,71900
Ball State University,IN,Great Lakes,Public,9774.0,25942.0,23468.0,Business Marketing,44600,12500,27700,41100,56500,69300
Bethel College-Indiana,IN,Great Lakes,Private,28030.0,28030.0,37168.0,Business Marketing,42800,8500,24400,37800,54700,70900
Butler University,IN,Great Lakes,Private,39860.0,39860.0,54513.0,Business Marketing,68900,19500,37700,56600,94200,122100
Calumet College of Saint Joseph,IN,Great Lakes,Private,17920.0,17920.0,23487.0,Security law,47800,6900,21400,42000,66400,91800
DePauw University,IN,Great Lakes,Private,47838.0,47838.0,60888.0,Social science,66100,16700,37100,54000,78200,102600
Earlham College,IN,Great Lakes,Private,45750.0,45750.0,57615.0,Biological,39200,9800,22300,35000,51200,71700
University of Evansville,IN,Great Lakes,Private,35394.0,35394.0,47175.0,Business Marketing,48800,12000,28100,41800,63700,78600
Franklin College,IN,Great Lakes,Private,30920.0,30920.0,42456.0,Parks Rec,46300,16600,30600,44100,58200,75000
Goshen College,IN,Great Lakes,Private,33200.0,33200.0,43422.0,Health,42400,8000,21900,37700,55900,72200
Grace College and Theological Seminary,IN,Great Lakes,Private,23170.0,23170.0,33230.0,Business Marketing,37500,6400,20200,34900,49100,68200
Hanover College,IN,Great Lakes,Private,36520.0,36520.0,49064.0,Social science,51600,16500,33000,46400,62600,78000
Holy Cross College,IN,Great Lakes,Private,29734.0,29734.0,41552.0,Humanities,45300,10700,23200,39900,58700,85000
Huntington University,IN,Great Lakes,Private,25540.0,25540.0,37115.0,Business Marketing,39000,9400,23400,36200,49000,65800
Ivy Tech Community College,IN,Great Lakes,Public,4255.0,8211.0,12438.0,Humanities,33000,5700,16600,30100,45000,58200
Purdue University Fort Wayne,IN,Great Lakes,Public,8330.0,20005.0,18033.0,Business Marketing,39800,9200,22100,36500,51600,70200
Indiana University-Purdue University-Indianapolis,IN,Great Lakes,Public,9334.0,29806.0,20352.0,Health,50700,9600,27000,42500,62300,77500
Harrison College-Indianapolis,IN,Great Lakes,Private,16275.0,16275.0,26373.0,Health,26400,4600,12900,24700,36000,50600
University of Indianapolis,IN,Great Lakes,Private,28390.0,28390.0,40570.0,Health,46100,13200,25700,40600,59100,75400
Indiana Institute of Technology,IN,Great Lakes,Private,26370.0,26370.0,38265.0,Business Marketing,49400,9600,28800,42700,63600,82000
University of Southern Indiana,IN,Great Lakes,Public,7970.0,18626.0,18763.0,Health,40200,10500,23700,37000,50500,66200
Indiana State University,IN,Great Lakes,Public,8916.0,19452.0,21056.0,Business Marketing,42600,9800,25900,39000,55600,67400
Indiana University-Kokomo,IN,Great Lakes,Public,7207.0,19038.0,15189.0,Health,40500,7800,21700,36200,54400,65000
Indiana University-South Bend,IN,Great Lakes,Public,7207.0,19038.0,15373.0,Business Marketing,38100,8000,21000,34900,48500,61300
Indiana University-Bloomington,IN,Great Lakes,Public,10533.0,34845.0,24739.0,Business Marketing,57800,14000,31500,47700,72300,94200
Indiana University-Northwest,IN,Great Lakes,Public,7207.0,19038.0,13858.0,Health,40400,10400,19700,36300,56000,70400
Indiana University-Southeast,IN,Great Lakes,Public,7207.0,19038.0,16305.0,Business Marketing,41800,7600,24200,37900,52700,64700
Indiana University-East,IN,Great Lakes,Public,7207.0,19038.0,15452.0,Business Marketing,34800,5800,16800,31500,46900,61200
International Business College-Fort Wayne,IN,Great Lakes,Private,13960.0,13960.0,22326.0,Health,29000,6000,16500,27300,37700,46200
International Business College-Indianapolis,IN,Great Lakes,Private,13960.0,13960.0,21596.0,Health,29000,6000,16500,27300,37700,46200
Manchester University,IN,Great Lakes,Private,31660.0,31660.0,42662.0,Business Marketing,43600,12900,26000,40700,53000,67400
Marian University,IN,Great Lakes,Private,33000.0,33000.0,44810.0,Health,46600,11000,27300,43300,60700,73700
Indiana Wesleyan University-Marion,IN,Great Lakes,Private,25980.0,25980.0,36871.0,Health,56200,12300,32000,49900,73800,93300
Martin University,IN,Great Lakes,Private,13200.0,13200.0,23260.0,Humanities,28600,4900,12700,24700,39100,49700
University of Notre Dame,IN,Great Lakes,Private,51505.0,51505.0,67043.0,Business Marketing,98400,26000,53200,78400,118300,154400
Oakland City University,IN,Great Lakes,Private,23700.0,23700.0,34886.0,Business Marketing,37200,6900,18200,33600,48100,72900
Rose-Hulman Institute of Technology,IN,Great Lakes,Private,48012.0,48012.0,62503.0,Engineering,88500,31300,60900,80900,99300,116000
University of Saint Francis-Fort Wayne,IN,Great Lakes,Private,29430.0,29430.0,37280.0,Health,43600,10900,27900,40400,55200,76600
Saint Mary-of-the-Woods College,IN,Great Lakes,Private,29510.0,29510.0,40015.0,Education,31900,7000,17800,32300,42300,54200
Saint Mary's College,IN,Great Lakes,Private,40800.0,40800.0,52624.0,Health,51300,13400,33500,46200,65700,85200
Taylor University,IN,Great Lakes,Private,32885.0,32885.0,43425.0,Business Marketing,42600,6200,21300,38000,57000,80800
Trine University,IN,Great Lakes,Private,31540.0,31540.0,47250.0,Engineering,49600,11400,29400,43300,67200,79800
Valparaiso University,IN,Great Lakes,Private,38760.0,38760.0,49398.0,Business Marketing,54400,17000,32000,48500,70600,88700
Vincennes University,IN,Great Lakes,Public,5737.0,13567.0,17203.0,Humanities,36300,7800,19300,32800,48300,66000
Wabash College,IN,Great Lakes,Private,42250.0,42250.0,53150.0,Social science,64000,19300,38100,56300,82400,101800
Briar Cliff University,IA,Plains,Private,29786.0,29786.0,40794.0,Health,44400,15100,27700,41900,56800,74200
Buena Vista University,IA,Plains,Private,32854.0,32854.0,44645.0,Business Marketing,42600,11200,26900,40000,53500,65900
Central College,IA,Plains,Private,35930.0,35930.0,49214.0,Biological,48400,11700,33100,44700,59600,77700
Clarke University,IA,Plains,Private,31950.0,31950.0,44363.0,Health,44800,15200,29900,41300,57300,75300
Coe College,IA,Plains,Private,42430.0,42430.0,53261.0,Biological,50000,16600,33500,46200,60300,72700
Cornell College,IA,Plains,Private,40880.0,40880.0,53877.0,Social science,45400,12300,26000,43000,57700,77200
Des Moines Area Community College,IA,Plains,Public,4530.0,9060.0,13763.0,Humanities,36800,8300,19700,34300,49800,63200
Dordt College,IA,Plains,Private,30000.0,30000.0,42378.0,Business Marketing,45300,7500,23800,41700,61500,74500
Drake University,IA,Plains,Private,39062.0,39062.0,49402.0,Business Marketing,68700,20100,39000,58300,90400,130200
University of Dubuque,IA,Plains,Private,29710.0,29710.0,39389.0,Business Marketing,42500,10000,26100,39200,54600,65100
Ellsworth Community College,IA,Plains,Public,4656.0,5592.0,15794.0,Humanities,35500,5000,19800,33400,48000,60600
Eastern Iowa Community College District,IA,Plains,Public,4960.0,7104.0,13271.0,Humanities,33600,5700,15900,29400,45900,62300
Faith Baptist Bible College and Theological Seminary,IA,Plains,Private,16766.0,16766.0,28104.0,Theology,38700,2500,19700,35400,51600,60400
Graceland University-Lamoni,IA,Plains,Private,28110.0,28110.0,39770.0,Health,40200,12100,23400,36200,52300,67100
Grand View University,IA,Plains,Private,26516.0,26516.0,35403.0,Business Marketing,45200,9500,29700,43200,57300,66000
Grinnell College,IA,Plains,Private,50714.0,50714.0,63838.0,Social science,61000,12300,32800,49100,77200,96600
Purdue University Global-Cedar Rapids,IA,Plains,Private,15352.0,15352.0,23836.0,Health,40100,7500,17800,33900,53600,78100
Hamilton Technical College,IA,Plains,Private,14250.0,14250.0,23251.0,Engineering Technology,39100,6300,21300,34000,53800,73600
Hawkeye Community College,IA,Plains,Public,5042.0,5752.0,15011.0,Humanities,38400,8500,21300,36100,50900,66200
Indian Hills Community College,IA,Plains,Public,4080.0,5760.0,12568.0,Humanities,34800,6100,17700,32100,47200,60100
Iowa Central Community College,IA,Plains,Public,5340.0,7665.0,13602.0,Health,38400,7400,22700,36500,50400,59800
Iowa Lakes Community College,IA,Plains,Public,6236.0,6588.0,14925.0,Humanities,36200,7200,21600,34000,47000,57200
Iowa State University,IA,Plains,Public,8636.0,22472.0,19878.0,Engineering,56000,17800,35100,50700,72500,90100
Iowa Wesleyan University,IA,Plains,Private,24600.0,30500.0,37905.0,Business Marketing,39900,9700,24900,39500,51800,58500
Iowa Western Community College,IA,Plains,Public,5664.0,5824.0,16121.0,Humanities,35500,7800,20100,33100,46800,61200
University of Iowa,IA,Plains,Public,8965.0,30609.0,21875.0,Business Marketing,62000,17300,35800,51900,73700,101700
Kirkwood Community College,IA,Plains,Public,4586.0,5706.0,14829.0,Humanities,38000,8100,21400,35800,50100,62800
Loras College,IA,Plains,Private,32886.0,32886.0,41934.0,Business Marketing,50200,17400,32900,44600,62000,81900
Luther College,IA,Plains,Private,41020.0,41020.0,52524.0,Visual Performing,53200,14200,32600,47400,64800,80200
Marshalltown Community College,IA,Plains,Public,4656.0,4992.0,13090.0,Humanities,32800,6500,18200,31500,44400,57000
Mercy College of Health Sciences,IA,Plains,Private,17600.0,17600.0,26778.0,Health,48000,8700,30600,47000,60200,77300
Morningside College,IA,Plains,Private,30490.0,30490.0,41996.0,Business Marketing,47900,13300,32300,43700,56900,61600
Mount Mercy University,IA,Plains,Private,30582.0,30582.0,43185.0,Business Marketing,48400,17000,32300,45300,61400,75000
Ashford University,CA,Far West,Private,11248.0,11248.0,23057.0,Business Marketing,47600,10200,24100,41200,62100,66400
North Iowa Area Community College,IA,Plains,Public,5213.0,7429.0,12781.0,Health,37700,7700,21800,33900,48300,59000
University of Northern Iowa,IA,Plains,Public,8699.0,19241.0,20593.0,Business Marketing,49700,17600,32700,44600,59600,74100
Northwestern College,IA,Plains,Private,30200.0,30200.0,42676.0,Business Marketing,40200,10800,25100,38400,52500,65900
Northeast Iowa Community College,IA,Plains,Public,5180.0,5460.0,13018.0,Health,36000,8300,20600,33700,48200,58700
Northwest Iowa Community College,IA,Plains,Public,5910.0,6210.0,15807.0,Health,48000,11400,28500,43100,61500,74600
Palmer College of Chiropractic,IA,Plains,Private,9096.0,9096.0,22230.0,Mutlidiscipline,53600,8600,21700,41200,69900,100200
Saint Ambrose University,IA,Plains,Private,30016.0,30016.0,42922.0,Business Marketing,50500,16400,30600,47300,66800,82000
Simpson College,IA,Plains,Private,37663.0,37663.0,48169.0,Business Marketing,51200,17700,35000,47500,63400,79500
Southeastern Community College,IA,Plains,Public,5400.0,5550.0,12159.0,Humanities,31800,5000,15300,28500,43700,54900
Southwestern Community College,IA,Plains,Public,5664.0,5888.0,13130.0,Humanities,34100,6200,19100,31700,45400,58000
Upper Iowa University,IA,Plains,Private,29600.0,29600.0,41442.0,Business Marketing,45500,10500,26700,42900,58800,74800
Waldorf University,IA,Plains,Private,21664.0,21664.0,32847.0,Security law,42400,13000,26100,37800,50100,66000
Wartburg College,IA,Plains,Private,39730.0,39730.0,50153.0,Biological,50600,15500,32900,45400,63200,80900
Western Iowa Tech Community College,IA,Plains,Public,4200.0,4224.0,12396.0,Health,34200,7400,18900,31500,45700,56700
William Penn University,IA,Plains,Private,25000.0,25000.0,35896.0,Business Marketing,46400,10700,26400,42100,60500,76800
Allen County Community College,KS,Plains,Public,3584.0,3584.0,11068.0,Health,34900,5600,18400,32200,46500,59500
Baker University,KS,Plains,Private,28960.0,28960.0,41870.0,Business Marketing,59500,15000,33900,51300,73900,89300
Barton County Community College,KS,Plains,Public,3456.0,3456.0,14399.0,Humanities,35500,5400,18200,31300,45500,66000
Benedictine College,KS,Plains,Private,28480.0,28480.0,42066.0,Business Marketing,45000,10100,25200,40100,57300,73100
Bethany College,KS,Plains,Private,26922.0,26922.0,41886.0,Business Marketing,45100,10800,28300,40200,55000,77900
Bethel College-North Newton,KS,Plains,Private,27720.0,27720.0,40299.0,Health,45600,12700,29500,40800,57700,62200
Bryan University,KS,Plains,Private,15400.0,15400.0,25070.0,Health,25800,10300,12000,22100,33900,69500
Butler Community College,KS,Plains,Public,2940.0,5070.0,12343.0,Humanities,36100,6900,18800,32800,48000,63500
Central Christian College of Kansas,KS,Plains,Private,17240.0,17240.0,28652.0,Business Marketing,34800,6000,15000,31700,48400,61600
Cloud County Community College,KS,Plains,Public,3030.0,3270.0,10248.0,Health,33600,6900,17700,30700,44400,56100
Coffeyville Community College,KS,Plains,Public,2304.0,3872.0,9773.0,Health,36600,5100,17600,30400,45000,64800
Colby Community College,KS,Plains,Public,3450.0,5130.0,12786.0,Health,36400,8600,19900,32500,48800,64200
Cowley County Community College,KS,Plains,Public,2945.0,4712.0,12961.0,Humanities,36300,5600,18800,32400,49000,62500
Dodge City Community College,KS,Plains,Public,2130.0,3510.0,11396.0,Humanities,37300,8000,19100,34000,47700,60800
Donnelly College,KS,Plains,Private,7140.0,7140.0,14829.0,Health,28500,5300,13700,25400,36600,46900
Emporia State University,KS,Plains,Public,6345.0,19918.0,18154.0,Education,40300,10100,23700,37100,50700,64500
Flint Hills Technical College,KS,Plains,Public,6040.0,6040.0,19085.0,Health,34700,2500,19800,32700,45400,61300
Fort Hays State University,KS,Plains,Public,5009.0,14832.0,16753.0,Business Marketing,42700,11600,24700,38200,54600,69000
Friends University,KS,Plains,Private,27565.0,27565.0,38141.0,Business Marketing,46900,12300,26000,41800,61300,85900
Fort Scott Community College,KS,Plains,Public,2820.0,4590.0,10525.0,Health,35100,4400,16500,31800,46500,57800
Garden City Community College,KS,Plains,Public,3072.0,3680.0,12256.0,Health,37000,8200,17700,31500,46300,62000
Haskell Indian Nations University,KS,Plains,Public,480.0,480.0,8958.0,Humanities,27500,3500,12200,24900,37800,54400
Hesston College,KS,Plains,Private,26318.0,26318.0,38138.0,Humanities,43800,9100,26800,41000,54600,67500
Highland Community College,KS,Plains,Public,3057.0,3540.0,11596.0,Health,36100,6700,18100,31800,49400,64700
Hutchinson Community College,KS,Plains,Public,3072.0,4384.0,12381.0,Humanities,37500,7900,18800,33800,50300,60600
Independence Community College,KS,Plains,Public,3904.0,4320.0,10168.0,Humanities,31300,5700,13900,27800,41300,57400
Johnson County Community College,KS,Plains,Public,2790.0,6600.0,15852.0,Humanities,41200,7700,22200,36600,53200,70500
Kansas City Kansas Community College,KS,Plains,Public,3248.0,8048.0,18372.0,Health,34400,5600,17400,31200,48200,61500
University of Kansas,KS,Plains,Public,10824.0,26592.0,24824.0,Business Marketing,59300,13700,32100,48800,71000,91600
Newman University,KS,Plains,Private,29200.0,29200.0,35030.0,Health,47900,9300,30400,44000,59100,76100
Kansas State University,KS,Plains,Public,10135.0,25492.0,23262.0,Business Marketing,51900,13200,31200,45600,66400,85600
Kansas Wesleyan University,KS,Plains,Private,28980.0,28980.0,41239.0,Business Marketing,43300,9900,27400,40300,54800,63200
Washburn Institute of Technology,KS,Plains,Public,6912.0,6912.0,14904.0,Health,43500,10300,26000,40300,55800,70200
Labette Community College,KS,Plains,Public,2940.0,3690.0,11431.0,Health,36000,6100,18100,33800,48400,59800
Manhattan Area Technical College,KS,Plains,Public,6030.0,6030.0,16501.0,Health,44200,9300,25300,39400,57400,70600
Manhattan Christian College,KS,Plains,Private,15418.0,15418.0,27731.0,Theology,38800,4400,19900,35500,49000,73100
McPherson College,KS,Plains,Private,27823.0,27823.0,39634.0,Business Marketing,43500,7300,24500,39300,56000,67500
MidAmerica Nazarene University,KS,Plains,Private,29670.0,29670.0,40179.0,Health,49600,10100,25900,42900,65600,85600
Neosho County Community College,KS,Plains,Public,4692.0,4692.0,14034.0,Health,36700,6000,18700,35100,50900,60500
